DW_CLIENTE;customerkey;address_number;business_family;business_unit;customer;customer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type
a9987f62e3a864190dac88184d502656bff1f5c823eba85d05be91e1ef5bc8fe;10000456;10000456;R1;1;A&B Shop;G3;1;\"\";816-455-8733;0;S2;C
694ce2be3232649e7d7ddf44f68921f5b2bb922916e14a1531a1eae5efd482b8;10005919;"";R3;1;Big Store;G2;1;\"\";816-455-8733;5;S4;C
9650f6257b275062df3933dc3a8dba560dce18e98503823711cd5f7bf63faabf;10020914;10020914;R3;1;Onetouch Supermarket;G2;2;\"\";816-455-8733;2;S16;C
c76b2a219bc5eab865db9789ea9e199fe4576bb9735c2cefdca194cbd37b8754;10002136;"";R3;1;AccessWare Shop;G1;1;M1;816-455-8733;5;S20;C
300c35ec7f0f5ffefbf59a0bcd9bdc95bdc34134dd89e7aa158dbe01879e37f2;10021283;"";R3;1;PageBoy Shop;G2;1;\"\";816-455-8733;5;S1;C
5cd35df374fe3f2598d2a9e068c2b9b2abd0940943373d266cb45cc75c8b4829;10021111;"";R3;1;P.C'S Shop;G3;1;\"\";816-455-8733;5;S5;C
5f626084fec288c59e6e354671ee600c24cd697729a3339155e7badb6180cc38;10020390;10020390;R3;1;Miles Supermarket;G2;2;\"\";816-455-8733;4;S1;C
02c00ef24b03da7c56ae9da337c6cdde3aaeadc6db426d6597e0fc43b12b4515;10024262;10024262;R3;1;Signature Shop;G2;2;\"\";816-455-8733;1;S16;C
517b722b48ca017c626693692aedea77d88a9327095c989f9cefa480283bae47;10024248;10024248;R3;1;Sifton Supermarket;G2;2;M1;816-455-8733;1;S16;C
8e69039bf29941d587ae90bb409d75ba94ca1500aab8a2a00ee255106a8ad1f9;10021986;10021986;R2;1;Pinnacle Supermarket;G2;2;\"\";816-455-8733;4;S5;C
1d5f334fc9bd5a604ae1afedaee7ef0b26dc53d634a2aa1551b807c7758b1929;10020193;10020193;R2;1;Maui Store;G2;1;\"\";816-455-8733;5;S5;C
bebef65a00c2f412ea1cc4cb952368583f190dfd312436cc950d96676cd98ebf;10009156;10009156;R3;1;Carden Supermarket;G2;2;\"\";816-455-8733;4;S1;C
66aee2b3d304a5e0a89064fc6fdd5b4ee9580c58ab0e383e902725d2fa9c77a9;10023511;10023511;R1;1;Sage Supermarket;G1;1;\"\";816-455-8733;5;S13;C
3b35e6c773678e36d490d9fd2ee2e16285ef2f08725c165723b51be74e60633d;10012422;10012422;R3;1;Finishing Shop;G2;2;\"\";816-455-8733;2;S16;C
cbd4a9dfed079ccf93021a70c2f95d6cc983a839dc43396f0c563217cbc5f044;10022252;10022252;R3;1;Quantum Supermarket;G2;2;\"\";816-455-8733;4;S9;C
fa2ece28ae3716d969436e4da2084ff60539d619dc813af9ed9fee37bc418df7;10020446;10020446;R2;1;NACSCORP Shop;G2;2;\"\";816-455-8733;4;S5;C
99e1b5f6ec84f533ec66e6808724547b0df43b45502aa54077258e0ade8443b2;10002137;"";R3;1;Accidental Shop;G2;1;\"\";816-455-8733;5;S16;C
8e3de094b62e946fc421e890ecdaaf4c7af517e2b076582557233775eb2cb942;10020256;"";O2;1;Maxtor Shop;G2;1;\"\";816-455-8733;5;S12;C
edb04447246f51a4b0655d995dff318318707dae60dfd7b4aef9c0498c8f54a1;10022431;10022431;R2;1;R&J Shop;G2;2;\"\";816-455-8733;3;S11;C
18fc540c296a8b359da8a5c831779afbdb25da74eeeee966c16d15608109fb9b;10019512;"";R3;1;Kim Market;G2;1;\"\";816-455-8733;5;S16;C
faaf576ce10c8022e114cd8a873caeded30326b15392de6cc319ecc8878628f2;10016780;"";R3;1;iBEAM Shop;G1;1;M1;816-455-8733;5;S18;C
5ba42a0d286b50e7ddb694535669797fa43bff81229d723d4ff373f42a8c0535;10006917;"";R3;1;Borden Supermarket;G2;1;\"\";816-455-8733;5;S1;C
7515ce35a4f103db61f0bb511337b50b4a34ff32bbce2f936826897a0d2c9671;10000458;10000458;R3;1;A&R Market;G2;2;\"\";816-455-8733;4;S9;C
c96f78c98ff744286d84a736e91c1516809076f9d962cad36bce6e9267fa2d60;10022450;10022450;R3;1;R2J2 Shop;G2;2;M1;816-455-8733;4;S16;C
cbba4f6b093acca824071280458059403fd2a581e8be4af879e556ce2a4a7bca;10025298;10025298;R3;1;U. Supermarket;G3;1;\"\";816-455-8733;0;S17;C
4acc50c65e7523250855e97c76776c375e6dce867933a35d608c3af9143bb346;10011842;"";R3;1;Fentek Market;G2;1;\"\";816-455-8733;5;S16;C
2227f88aeb19e91729abab3c8260b7dbf66861a9593bf291380af4a9d7cf57f5;10025086;"";O2;1;Tartanchase Shop;G1;1;\"\";816-455-8733;5;S1;C
07c6eb025eabecf18980966b60d33def0f31a8ad4f27bcaf7319c04b756ae1fd;10013871;"";R2;1;Grove Supermarket;G2;1;\"\";816-455-8733;5;S5;C
50080552307725f39028a061567b59a5c7cb83cedb2d208972909d1537cd2e2b;10021175;10021175;R3;1;Pacific Supermarket;G2;2;\"\";816-455-8733;2;S16;C
9ff38d6c8dd8f364af3fa877aca4742c72aa6c12e9ff10d2235d78ac26c2b10d;10013670;"";R3;1;Gehlken Supermarket;G2;1;\"\";816-455-8733;5;S1;C
5a4895eaccff5796812fd56c099ab5d283eab98d28230414d206c15d06c8f694;10019617;10019617;R3;1;Kool-Seal Shop;G2;2;\"\";816-455-8733;2;S1;C
347d9fa06f519a16c831a059b0f821919c817f567f46387b2a491a7cdc5addf7;10012161;"";R3;1;Filetron Shop;G2;1;\"\";816-455-8733;5;S1;C
298526e210273e1964ab49a2a748a2ae3c7e9fd8e8c2ace52bb89e844b14530c;10011355;"";R3;1;Enterprises Shop;G2;1;\"\";816-455-8733;5;S16;C
bf7a7e6a0178b3479dc223ede3e69ae4849c83ffe994b611ec702ab8d8b460d7;10023244;10023244;R2;1;Revolutionary Supermarket;G2;2;\"\";816-455-8733;2;S5;C
aac59823d0581c313ecc75d4ccb8e83ec3b6491c165127769054218f6b171091;10016548;10016548;R3;1;Home Superstore;G2;2;\"\";816-455-8733;2;S16;C
1b0baa356a4946bba5536fe95d65341c2bdffb70af1a6830bf74ba6eb409c6d8;10010865;"";R3;1;ECS Supermarket;G2;1;\"\";816-455-8733;5;S1;C
b81b2ce8d6d08c74f271f8b815769ae6e12cb3166e2b0bfec410d963646c5b27;10023783;10023783;R3;1;Saturnus Supermarket;G2;2;\"\";816-455-8733;2;S16;C
3b6a95653fb524ecccfe20452c733d25ba8d99bbe1d9ab66c117ed3f5eee0b3c;10013232;10013232;R3;1;Garza Supermarket;G2;2;\"\";816-455-8733;4;S9;C
fc7e52e05fcd7a88ef0748597913dee81f6c19263d8c89db4bebbd24ad68169f;10026861;10026861;R3;1;Xyplex Shop;G2;2;\"\";816-455-8733;1;S16;C
11c2683f235e43592b32728ac90ba6c9f62dacdd5fb8b43bf57518f8ca1165ea;10022764;10022764;R3;1;RealiDyne Shop;G2;2;\"\";816-455-8733;2;S5;C
b8c9299256598cdec4f57d89e3480e8f9cd8251f395bf13ae42cbc8cfd815f36;10023538;10023538;R1;1;Salamander Supermarket;G2;2;\"\";816-455-8733;2;S11;C
cf8d18031953a37755f5cc1b96ae8f3d67137158c837b04ed89041e957d8b291;10016588;10016588;R3;1;Bounds Megaplace;G2;2;M1;816-455-8733;2;S16;C
5ba46f94346537db191bd293b1b17a07e0deaa47c1d3666825e2b6ece2f37bc0;10009697;10009697;R2;1;Debian Shop;G2;2;\"\";816-455-8733;2;S5;I
2b9e2ca9b9d5d1e7c6dac16576cb75b7a2d28c8bf29174743c77abd184ddfa69;10002506;10002506;R3;1;ActionWorld Shop;G2;2;\"\";816-455-8733;1;S16;C
27162cc5820af454adc91df221d64fe2e0a212748f8516aa32f74518739cb9cc;10024550;10024550;R2;1;Southwire Store;G2;2;\"\";816-455-8733;4;S9;C
04f11773360aa9f4be6853ceab017a032d92bf95aa3d608fc924f3eacebf1561;10020448;10020448;R3;1;Nanao Shop;G3;1;\"\";816-455-8733;0;S5;C
58918505f614b447ab239271689a00ab15cc84289a3e42df8bbc08968853c654;10010969;10010969;R3;1;Edorex Supermarket;G2;2;\"\";816-455-8733;4;S16;C
99f0d6ac893487407bffe3ac3b889cc5d8d66372d9eaa7eeeb02c040d90436bf;10025040;10025040;R3;1;Tangent Shop;G2;2;\"\";816-455-8733;2;S1;C
eee9eca6b8a7c9728227513cd466c384f2c71a7d1ab3a274df428d4227310c53;10026839;10026839;R3;1;Xtreme Shop;G2;2;M1;816-455-8733;2;S16;C
19a2f1ccaad241cb28ab316ee3a8ad9a044751e704b17f281f2913c9b0d93492;10008638;10008638;R3;1;CAPTA Shop;G2;2;\"\";816-455-8733;3;S1;C
83ee73449b645b5e3aafa4934e52c7f7cf947f533b7ea5bca1d80007bf20963d;10006848;10006848;R3;1;BizNet Supermarket;G2;2;\"\";816-455-8733;3;S1;C
02a68e54c732a7e300963beff61fd5ebea4bfde98c56ba42b5052fb44e113667;10019900;10019900;R3;1;LiveWire Supermarket;G2;2;\"\";816-455-8733;1;S16;C
859b6632177a570cebbbfb8e184df90578568fc2fcd2841c0481d871d7d8de40;10008893;10008893;R3;1;Caravelle Shop;G2;2;\"\";816-455-8733;1;S1;C
376ac93a77316ca9686d2c4e800c331bf635805b8e78e68a152a520f08e90ed7;10012600;"";R3;1;FireTrans Shop;G2;1;\"\";816-455-8733;5;S4;C
c949ee565913cad8e2da0f42bab0386712081b6f9fb1cbe0a8c85fbd837d076c;10014533;10014533;O2;1;Harvey Shop;G2;2;\"\";816-455-8733;4;S12;C
3b6153e5150cd3c6001f764d53070886654cf188743560df7a109f337da4ea72;10025062;10025062;R3;1;TargetedListings Shop;G2;2;\"\";816-455-8733;3;S1;C
1a446ac6870891d477ee6d41336a7db2d079728d8ed671faadab3f7afd3157f0;10021470;10021470;R3;1;Papyrus Supermarket;G2;2;\"\";816-455-8733;3;S16;C
563e8615e2a3d8ddbe7bceb555d218b6c5c9677e9c3847156466d7e4a4df4baf;10020492;"";R3;1;NBTel Shop;G2;1;\"\";816-455-8733;5;S16;C
b60ad36ea502391354630659ac7b0207a0a93bc8d822ee81b3d861a12a808488;10000481;10000481;R2;1;Abbott Shop;G2;2;\"\";816-455-8733;4;S5;C
b03fae8dcd16c4791088abc9536fe2ad76052b72b0323d7cc87a99d32ee07c9d;10016858;10016858;R2;1;IBVA Shop;G2;2;\"\";816-455-8733;1;S5;C
9c1201dfb0997c36a7d443e16003da39c57abdb94f3a83bab1b1ae280cf6a386;10012425;10012425;R1;1;Fins Shop;G2;2;\"\";816-455-8733;4;S4;C
c4b3bc7bf15ab0d07026134c8fadee41ea6d66fae737874a7dcb0ef7946b31c3;10021977;10021977;R3;1;Pinnacle Store;G2;2;M1;816-455-8733;4;S16;C
f310d9ea7dc6e25b0d88aae0b566a853ea1500883c550541434222600ea2aa5a;10025302;10025302;R3;1;U.S. Market;G2;2;\"\";816-455-8733;2;S1;C
7ccc5ae80a4aa368f37a513e15cd699ed4911bf8f37467c3a0d3b2228d079bcc;10010886;10010886;R1;1;EDGE Supermarket;G2;2;\"\";816-455-8733;1;S11;C
82d195ac96b582d14274606ac3a7da9ea0b738f2ce6daf39981b0466973874b0;10010990;"";R1;1;Elbit Market;G2;1;\"\";816-455-8733;5;S20;C
926ba285ffd44c7c09002896b75dbcddba3cb2545a6f43339737339b6946b3fb;10025814;10025814;R3;1;Valpatken Shop;G2;2;\"\";816-455-8733;2;S1;C
f6ae99d79b40c50c96fe2fda44eb37cb2f53bebb38a920f6cab94142542d3749;10006862;10006862;R3;1;BL Supermarket;G2;2;\"\";816-455-8733;2;S1;C
8c485abc5a4ca0f026ac6faa5c6437631f84a3b67ca73b06332919d473e5799f;10025552;10025552;R3;1;Unison Medistore;G2;2;\"\";816-455-8733;4;S13;C
25b8c0594a669592d9e497653f2e7c984a10ea57e72ab87da302cda4b3a2d88a;10022725;10022725;R3;1;Razorfish Shop;G2;2;\"\";816-455-8733;2;S16;C
ac8a0858d1173a5e5ea67520fca8466056fcc467e2165b309d1d0ec6cf170698;10024260;10024260;R3;1;Sigma Supermarket;G2;2;\"\";816-455-8733;1;S16;C
7e2bb925a1cd702dcb18887936b51806ac8399ce1af26ce9a79ab166714c1ec3;10019913;10019913;R3;1;Livezone Supermarket;G3;1;\"\";816-455-8733;0;S17;C
12c9c219e61c96578ba97cc37f66d613edb03705f64a2c2b91ee5d40b13a852f;10008596;10008596;R4;1;Capitolnet Supermarket;G2;2;\"\";816-455-8733;2;S18;C
9ddcb7a2ce585b110983659bdd6ee9cb86a4273c7a8f313189940198fe12ff99;10013509;10013509;R3;1;Geac Shop;G2;2;\"\";816-455-8733;4;S16;C
713cc9f10f7cbbf56348d889e6ec8f39e803d312f7dabd7e74529904a7d44cd9;10018518;"";O2;1;K Shop;G2;1;\"\";816-455-8733;5;S12;C
01975da00fb03cf4395931b8520754b7022711cb282f551ccca5e990b27305d9;10009656;10009656;R3;1;DCS Market;G2;2;\"\";816-455-8733;1;S16;C
f73de84e2f41f5a1b479785c3d9d7c9b840ab63bf741d2f00e4ec9062264234e;10006916;"";R3;1;Boott Store;G2;1;\"\";816-455-8733;5;S16;C
6e406a6514814345d33bdedd93583c2d2ff41d90c3ee289c4a8f308d9f9521b9;10022201;10022201;R3;1;Quantum Shop;G1;1;M1;816-455-8733;5;S16;C
6c4921c5fc6698491286ea6c674e33e94e3b5f569e1d4ad9f2423edb59e9a085;10007134;"";R3;1;C&C Shop;G2;1;M1;816-455-8733;5;S1;C
7abc260b3629fb354000b6e4dbe95fbd16db0863a90c28146937c6526c7132a6;10002142;"";R2;1;AccuCom Shop;G2;1;\"\";816-455-8733;5;S5;C
d15a972f97e7c3a60ce0e2b9c6076ac394aec40c57040f6c38e7c44a8897d3fa;10002520;"";R3;1;ActivCard Shop;G1;1;M1;816-455-8733;5;S19;C
a0af84643ba201418ae28bace189e00d82325106fb3390da98b6132299ed0570;10013572;"";R3;1;GearSource Shop;G2;1;\"\";816-455-8733;5;S1;C
cf06adffb690266640aee85ed34b4511358e1d54499ad752f556e5dd709c5c0c;10027560;10027560;R2;1;Zilog Shop;G2;2;\"\";816-455-8733;2;S1;C
bc481e013f091027002bfc60a1a311bd2b8337abf0aca5bf1ae0bbbfb8e4f167;10016045;10016045;R3;1;High Supermarket;G2;2;\"\";816-455-8733;4;S16;C
24c4edc03560d9d2674f41979db5bfd1a3b5be8ab83a51ac3d80c2b57f998913;10003882;"";R3;1;Beech Supermarket;G2;1;\"\";816-455-8733;5;S16;C
245b4f6b1fdb2fc54e917d7d4ba84c4f3477341cc0dc1dba89c0cdbff27611b7;10010882;"";R3;1;EDA Supermarket;G2;1;\"\";816-455-8733;5;S16;I
41869647fa443ebee24ebdca54dcc0010797f78778d049c8a3ce5356fcd2ab53;10012157;"";R3;1;Fifth Store;G2;1;\"\";816-455-8733;5;S9;C
68ae280e659bafd9bae74095b5852115eff836a5c1d64315792ff6dcaeaed17d;10002526;10002526;R3;1;Active Shop;G1;1;M1;816-455-8733;5;S19;C
70d85278a69c16eb59745bb3efafa5f084aa7df43ab5e7ae1ffbf448d4e1854d;10007457;"";O2;1;CalComp Shop;G3;1;\"\";816-455-8733;5;S1;C
47c8c121482865cef5fbeb5411b4953e1682a13496b9460fbf7df795d92b7d95;10014739;10014739;R2;1;Haz-Mat Store;G2;2;\"\";816-455-8733;2;S5;C
dea8b194fe538c8fec8261c22ffc6af3b646867c23d868da6fbaaa07742538c7;10002153;"";R2;1;Ace Market;G2;1;\"\";816-455-8733;5;S5;C
8ceb58fd259f00d532160c61c52470815a50f940fa521dd95a289890606fa004;10021231;10021231;R2;1;Packard Supermarket;G2;2;\"\";816-455-8733;4;S9;C
4a04fd9203732be37a1721e0d9a4fb4908fc3f1936914f2211448483e979efe7;10009669;10009669;R3;1;De Store;G2;1;\"\";816-455-8733;5;S14;C
a8fdb9d1e2e3d660a0cadf2551563a5c24a172682ed03bbbf1e4e67bfd285e93;10014810;10014810;O1;1;Healtheon Shop;G2;2;\"\";816-455-8733;4;S5;C
1d8781dd1854590d7e666a8298c0c3d875b08f4c7621e1e32db8d454aee8a995;10014804;10014804;R3;1;HCS Shop;G2;2;\"\";816-455-8733;2;S16;C
6c49124bb5c04485dfe0f5d63738e15f90995a05955ae6b935e38660b65385f0;10024999;10024999;R2;1;TAGnology Shop;G2;2;\"\";816-455-8733;4;S5;C
9cbd35bad286e89e010f132cc1c11c1de257a7eab53acb405c6db7ce9bd35b1e;10016047;10016047;R3;1;High Store;G2;2;\"\";816-455-8733;2;S16;C
78afbcdd4555e29e2f43f743391eabecdb2a417a629df74247ebab9d8476a52e;10017290;10017290;R3;1;Id Shop;G1;1;M1;816-455-8733;5;S16;C
8c8704aa17ebbf3366d6a5520a5557e5c1006219597172d16258008b6acb9b30;10005236;"";R3;1;BH Supermarket;G2;1;\"\";816-455-8733;5;S16;C
3b19e9b07175c2f065ff2fe730390ffc036f62d9fca80ad582a19f6349f38f87;10009679;10009679;R3;1;Debenhams Supermarket;G2;2;\"\";816-455-8733;2;S16;C
0383b5096ffa2950c90768bc9bae3db512278041ddb97040383c91b3f0ede476;10010698;10010698;R3;1;Earth Shop;G2;2;\"\";816-455-8733;1;S16;C
7cf89bc24eb3afbf545aae37097ec52b864217488ca8bccd3e2082110963a1f0;10020445;10020445;R3;1;N.Graphics Shop;G2;2;\"\";816-455-8733;4;S16;C
b082288312f116d7f4f42ce9c2458a334683bc26f15c0e8dd2c188b8f1bc5b09;10025392;"";R3;1;Ultimate Supermarket;G2;1;\"\";816-455-8733;5;S16;C
83c932fee8f20007771a98793144b0065b5004385a2b60f81aeb2130a2c899c0;10025495;10025495;R3;1;UniForum Shop;G2;2;\"\";816-455-8733;2;S5;C
5432dfe44cc33759922946ba4903741077b9c6ccdda4e6f6f484f030e7fc9f48;10013312;"";R2;1;Gate9th Shop;G2;1;\"\";816-455-8733;5;S9;C
b355c7b2ea61fa4df9600deb563eb64076c0139380b9dcdb83ada74078aaf899;10022730;10022730;R2;1;RC Shop;G2;2;\"\";816-455-8733;4;S9;C
d274d414c5213dcbcb8634d20a646f00feda9fa50f03f0da057660181d6e2178;10004302;10004302;R3;1;Berkeley Supermarket;G2;2;M1;816-455-8733;2;S1;C
606c83f34c5646e30d2653c7d3d72b5620a2417049471fa2837d9a1650ba8fef;10017828;10017828;R1;1;Lee Megastore;G2;2;\"\";816-455-8733;1;S20;C
6667a28cfb80faac696a1d59877eb5be8d6eec583342c5c086555a8da916a783;10011981;10011981;R3;1;FIBERWORKS Shop;G2;2;\"\";816-455-8733;1;S16;C
2c3c14bde8c3eee3e9bc6bb9372d82463f8f2db3c5395c6ca858a3fe4eb9f7a8;10015495;10015495;R3;1;Hennings;G2;2;M1;816-455-8733;4;S16;C
664c3ee97b3a0284cb919e56817d17edc34f8d7191198b0bfce8f5421eff4a47;10014540;10014540;R3;1;HarveyOpolis Shop;G1;1;M1;816-455-8733;5;S16;C
17cb039e36addbf0d164c01698a68d37fd9b774d49a15b8237e416fb2b9ca3e2;10023703;10023703;R3;1;Sarcom Shop;G1;1;M1;816-455-8733;5;S19;C
21cb2336889d032398ebcd36d17b354abe59f1a1084ea163e1df99b059668492;10023759;10023759;R3;1;SASCO Store;G2;2;\"\";816-455-8733;2;S1;C
873c40c1be761c39534072c42b7ee519c51d3b03c70fd615aca00fa3eef10c2b;10013127;"";R3;1;Garbee Supermarket;G3;1;M1;816-455-8733;5;S5;C
2abb87623fa948149a8c2489f3708b684ea6f4cb065ff5c8226cf2a95819c333;10019514;"";R2;1;Kimball Supermarket;G2;1;\"\";816-455-8733;5;S4;C
7ba4a228c210ce1853e48e240c627327923203876d611aab125c85646f38e09f;10025769;10025769;R3;1;UUmail Shop;G2;2;\"\";816-455-8733;1;S1;C
aa0ab77aa3b5a26fd6579d7f8ecd7fae33e41f75776df840f147689a906b619a;10005810;"";R3;1;Big Shop;G1;1;M1;816-455-8733;5;S19;C
c5d00709fdfa239d9dee2a7a9526b3a453f417d7740de88a0a7eae50dc1c179a;10026291;10026291;R3;1;Warsun Supermarket;G2;2;\"\";816-455-8733;4;S16;C
b6e8fc77d0c723b53ca2930f2bf627bb206ec3d165d2db9aa8b969309e9a8837;10016564;10016564;R3;1;Home Market;G2;2;\"\";816-455-8733;4;S16;C
6a8b79fa898ded6c7246b65993944e41ec3bb7ddd18a9e853ec1668cea000648;10011089;"";R2;1;Embedded Supermarket;G3;1;\"\";816-455-8733;5;S8;C
0b815c0ebde1ae6e5b849f8ba09807a619788d96312b6702fd85ebc5e97fab33;10017576;10017576;R3;1;Illuminati Shop;G2;2;\"\";816-455-8733;2;S16;C
dc6583095b641f71c1ebd8a82c0130f3eccdb187fc02e3c2fbb3b88d9dce8900;10013472;10013472;R3;1;GE Market;G2;2;\"\";816-455-8733;4;S9;C
1b2cdbf50ae821717fa72e07f4c942f35b6e01ac9b47fb8d2d493aad946107c7;10021459;10021459;O2;1;Papyrus Shop;G2;2;\"\";816-455-8733;2;S12;C
6b18aecb3f008882466c444f8b2501dba72033f783897fa54165b39082e699a5;10015267;10015267;R3;1;Helfand Store;G1;1;M1;816-455-8733;5;S19;C
3e29679afa40943ac67120f95441cc85c39c5131c9c7ae3e04ccd1a7e4442b8a;10007258;"";R3;1;C3I Shop;G2;1;\"\";816-455-8733;5;S16;C
f4e610aaf5e32351bd728d5acdadff2ac2428cb06e002f1793aaf5124a5bb4b6;10009907;10009907;R2;1;Del Supermarket;G2;2;\"\";816-455-8733;2;S9;C
a00a066a67af6e6a70dd0734c696d5469ebe4dab977826153c4911c44346f924;10019678;10019678;R3;1;Laker Market;G2;2;\"\";816-455-8733;1;S16;C
941fde85a1616495484d772e9afc58059ebe0f9c35af6146ccf337c4dc8692e0;10025515;10025515;R1;1;UniPress Shop;G2;2;\"\";816-455-8733;2;S20;C
5b54fb267212dbb2418a799849d40f300d5e4374134ec2bd8ed870c6b97b9ec8;10017072;10017072;R3;1;Iconation Shop;G2;2;\"\";816-455-8733;4;S9;C
bf44488cefc14be6959b4845cf8b9144888f3ee768acef4b4576441443009022;10021223;10021223;O2;1;PacificServ Shop;G2;2;\"\";816-455-8733;4;S12;C
c8fff4c067ba49e613d466e52986f7713eaca551c2b81c11c6c14915442617a0;10010717;10010717;R2;1;East Shop;G2;2;\"\";816-455-8733;4;S5;C
07bea6483fbec6c212d1eb2be8cc1a222e13bebb1f07de4dac8f7aa416b78e09;10003554;"";R3;1;Ad Supermarket;G1;1;M1;816-455-8733;5;S19;C
192e1619b265d1a2164be4a43c326f0839da71a59e83098369efbfe041cefc53;10012158;"";R3;1;Filene? Shop;G2;1;\"\";816-455-8733;5;S1;C
5d9fe63dcefad30230e77a3571956cc94bac0b4ec076396f663489a7fc88053f;10020909;10020909;O1;1;Onestar Shop;G2;2;\"\";816-455-8733;4;S5;C
c7c44ef4d63c371d55556827e1175ac0b8417d1015df8f033ea2ef24e063534e;10016784;10016784;R2;1;IBEX Shop;G2;2;\"\";816-455-8733;4;S5;C
5c589be80b35470a62ebb17442aad66640d1c59a26cce597ac812e4cd881e919;10011398;10011398;R3;1;Ethyl Store;G2;2;\"\";816-455-8733;1;S16;C
e9d64632563780efcb603ccf43e11b7b5039f25e1a695fa1c8b0b73cd4e4cc4e;10025243;10025243;R3;1;Teca-Print Shop;G2;2;\"\";816-455-8733;2;S16;C
6bb566afde4b5f8f8cde6e5337971f11bcfdcf5744513892684f93909edf8bca;10002114;"";R3;1;Accel Supermarket;G2;1;\"\";816-455-8733;5;S1;C
d882c7b5563e3f0a9deee3c34de0e93be86472f960fbebd1491c915112c209cf;10012761;10012761;R3;1;G.R. Supermarket;G1;1;M1;816-455-8733;5;S16;C
f377fa3605deab01fa6f2f3af8468ad4784115265f77c7e0eaa258cd54d4a3c0;10026081;10026081;O2;1;Ventana Maxistore;G1;1;\"\";816-455-8733;5;S1;C
a7f780582990e2c1d597e308ecc0bd803f74c0e33046faf3ff13ece7190311e7;10025288;10025288;R3;1;Transylvania Supermarket;G1;1;M1;816-455-8733;5;S19;C
9f83e0e35784dd1363d48f81c512b1559e886a14351cc213d329d000c2b210e8;10022456;10022456;R3;1;Ra Maxistore;G2;2;\"\";816-455-8733;1;S16;C
7682862eb75685e7338a400ced13031d8fca74ed102e8a9aed444a3b878b5ae0;10011870;"";O2;1;Fenwick Supermarket;G2;1;\"\";816-455-8733;5;S12;C
d51fa4401f71e60238e6d3a9f27947fbc77df6864326eea32dac0af617575a7c;10025022;10025022;R3;1;Take Supermarket;G1;1;M1;816-455-8733;5;S19;C
6ec35735cfc0cb5d1f5254718b089c83d909a2f6760fc995ce22985394837c9f;10002150;"";R3;1;Accumedic Store;G2;1;\"\";816-455-8733;5;S16;C
898021e61acf59c54388fe812428ce941ffa3d69d26f08a86a3d458eea2afea4;10005922;"";R3;1;Big Supermarket;G2;1;\"\";816-455-8733;5;S1;C
ff0d732b2b757f24f3e18661ecca4b26cee15335b93ec9afa6e8c12d8edd4dfa;10025571;10025571;R3;1;Unitec Maxistore;G2;2;\"\";816-455-8733;4;S9;C
73a728b21fa51dad4c1300fcfe362675ffd0c58198b53c6522cb3d7100a29e00;10020962;10020962;R2;1;Output Supermarket;G2;2;\"\";816-455-8733;3;S5;C
90b8ecb68b4047c202b27e2a3a995aa9d81ca39ed27b86bc044206354fb071d7;10025300;10025300;R3;1;U.S. Market;G2;2;\"\";816-455-8733;3;S1;C
9de2a5df57020e9f43562fc1edbab12c5773417d7e008c10303e89bdd3edc68b;10023793;10023793;R2;1;Savetz Store;G2;2;\"\";816-455-8733;2;S2;C
40a7ab9901e7026df6ebcb03497183806091e4c6d1fee42983809df96c1fc5ee;10007123;10007123;R3;1;C Supermarket;G2;2;\"\";816-455-8733;2;S16;C
d1db74f753142dcbdeeece3846e69eb06e347839b1c1f69b6676781382b25fd3;10021297;"";R3;1;PageSites Shop;G2;1;\"\";816-455-8733;5;S1;C
568c3cf1ed702248b1bf30410ea5a00295cfbc64ead39cc54aa57e18252c37f9;10025583;10025583;R2;1;United Market;G2;2;\"\";816-455-8733;3;S5;C
b768334c40110172e8986695d4f697ea29f39203a7ebfe93a800a9732dd5ab00;10016807;10016807;R3;1;Ibis Shop;G2;2;M1;816-455-8733;4;S16;C
7b6af1ed7fdf1aff63327c6d74669b0d5238a856cd42cd6c1c16e5f560224dc0;10002501;10002501;R3;1;Action Supermarket;G1;1;\"\";816-455-8733;5;S19;C
100c8df7ea3689ef52c255bf4197d8aa2373390e0b9a5d508ce1d631009e251f;10007448;"";R3;1;Cajun Shop;G2;1;\"\";816-455-8733;5;S16;C
dcaa201256466254f36405114b3cb3163c7c7ede13e4575fa61e5d36e5386a23;10009606;10009606;R3;1;Champs Gigaplace;G1;1;M1;816-455-8733;5;S19;C
7aaf3691b06a5eade94f56e059c113ccf72cbb8ba450dc8594c0ed2336a2a7c1;10000496;"";R3;1;AboveNet Shop;G2;1;\"\";816-455-8733;5;S9;C
a0018fb7cfcd6d57da11830f25c000753c456b6ffd6badf3a017b4287fb65bdd;10017054;10017054;R3;1;Icon Market;G2;2;\"\";816-455-8733;4;S1;C
d967e7881d8c25213cab54b1aca1f7abbfb0464e7498bc2b5974b84de62580cf;10006983;"";O1;1;Brentano's Shop;G2;1;\"\";816-455-8733;5;S5;C
12f7757d1d38e717cad3cdf8ed77ea1e9d0232a31fc71604b33a4784e15b8e86;10023489;10023489;R3;1;Robust Store;G2;2;\"\";816-455-8733;1;S16;C
8624fa1e7b230331779a382e37434a2419a362de82ccc82731bb08b9e1de8621;10016113;"";R2;1;Hill Supermarket;G2;1;\"\";816-455-8733;5;S5;C
